 CONF#          E (xTB)          ΔE (xTB)          E (DFT)          ΔE (DFT)        ΔGsolv (xTB)          Gtot             ΔGtot          Boltzmann weight   
CONF938        -36.706096          1.98          -468.362924          2.51           -3.005581         -468.367713          3.24                0.01         
CONF939        -36.704423          3.04          -468.362627          2.70           -4.089016         -468.369143          2.35                0.04         
CONF940        -36.706081          1.99          -468.363163          2.36           -3.011485         -468.367962          3.09                0.01         
CONF941        -36.704387          3.06          -468.362637          2.69           -4.076599         -468.369134          2.35                0.04         
CONF942        -36.706161          1.94          -468.363418          2.20           -2.960568         -468.368136          2.98                0.01         
CONF943        -36.705251          2.52          -468.361510          3.40           -3.528335         -468.367132          3.61                0.00         
CONF944        -36.705388          2.43          -468.362952          2.50           -3.440218         -468.368435          2.79                0.02         
CONF945        -36.704443          3.02          -468.364105          1.77           -4.032117         -468.370530          1.48                0.16         
CONF946        -36.704516          2.98          -468.363890          1.91           -3.982356         -468.370237          1.66                0.12         
CONF947        -36.704446          3.02          -468.363335          2.26           -4.025772         -468.369751          1.96                0.07         
CONF948        -36.704436          3.03          -468.364216          1.70           -4.031726         -468.370641          1.41                0.18         
CONF949        -36.706078          2.00          -468.363827          1.95           -2.999502         -468.368607          2.68                0.02         
CONF950        -36.705204          2.55          -468.361080          3.67           -3.547020         -468.366732          3.86                0.00         
CONF951        -36.705371          2.44          -468.362496          2.78           -3.438112         -468.367975          3.08                0.01         
CONF952        -36.704506          2.98          -468.363898          1.90           -3.983342         -468.370246          1.65                0.12         
CONF953        -36.705161          2.57          -468.362066          3.05           -3.570294         -468.367755          3.22                0.01         
CONF954        -36.706105          1.98          -468.363587          2.10           -2.974079         -468.368327          2.86                0.02         
CONF955        -36.706064          2.01          -468.363792          1.97           -2.998677         -468.368571          2.70                0.02         
CONF956        -36.705142          2.58          -468.362347          2.88           -3.574012         -468.368043          3.04                0.01         
CONF957        -36.706075          2.00          -468.363594          2.09           -2.987494         -468.368355          2.84                0.02         
CONF958        -36.706066          2.00          -468.363739          2.00           -2.992581         -468.368508          2.74                0.02         
CONF959        -36.704384          3.06          -468.363139          2.38           -4.047145         -468.369588          2.07                0.06         
CONF960        -36.706072          2.00          -468.363457          2.18           -2.990304         -468.368222          2.92                0.01         
CONF961        -36.704392          3.05          -468.363556          2.12           -4.040636         -468.369995          1.81                0.09         
CONF962        -36.705232          2.53          -468.362701          2.65           -3.512830         -468.368299          2.88                0.01         
CONF963        -36.704395          3.05          -468.363242          2.31           -4.068916         -468.369727          1.98                0.07         
CONF964        -36.705245          2.52          -468.361794          3.22           -3.503162         -468.367377          3.45                0.01         
CONF965        -36.706072          2.00          -468.363816          1.96           -2.996763         -468.368591          2.69                0.02         
CONF966        -36.705244          2.52          -468.361562          3.37           -3.503749         -468.367146          3.60                0.00         
CONF967        -36.705144          2.58          -468.362319          2.89           -3.566685         -468.368003          3.06                0.01         
CONF968        -36.706048          2.02          -468.363321          2.27           -2.998783         -468.368099          3.00                0.01         
CONF969        -36.706055          2.01          -468.363761          1.99           -2.991465         -468.368528          2.73                0.02         
CONF970        -36.705213          2.54          -468.361561          3.37           -3.518215         -468.367168          3.59                0.00         
CONF971        -36.704317          3.10          -468.362719          2.64           -4.079639         -468.369220          2.30                0.04         
CONF972        -36.704385          3.06          -468.363467          2.17           -4.037200         -468.369900          1.87                0.08         
CONF973        -36.705233          2.53          -468.361662          3.31           -3.501608         -468.367242          3.54                0.00         
CONF974        -36.705144          2.58          -468.362332          2.89           -3.567814         -468.368017          3.05                0.01         
CONF975        -36.705130          2.59          -468.362313          2.90           -3.570185         -468.368002          3.06                0.01         
CONF976        -36.704425          3.03          -468.363823          1.95           -4.015633         -468.370222          1.67                0.11         
CONF977        -36.706027          2.03          -468.363410          2.21           -3.001356         -468.368193          2.94                0.01         
CONF978        -36.704377          3.06          -468.363533          2.13           -4.042283         -468.369975          1.82                0.09         
CONF979        -36.705451          2.39          -468.362944          2.50           -3.358622         -468.368296          2.88                0.01         
CONF980        -36.704326          3.10          -468.363267          2.30           -4.063219         -468.369742          1.97                0.07         
CONF981        -36.706016          2.04          -468.363483          2.16           -3.003465         -468.368270          2.89                0.01         
CONF982        -36.706067          2.00          -468.363689          2.03           -2.970515         -468.368423          2.80                0.02         
CONF983        -36.706041          2.02          -468.363336          2.26           -2.985799         -468.368094          3.00                0.01         
CONF984        -36.704343          3.09          -468.363237          2.32           -4.050494         -468.369692          2.00                0.07         
CONF985        -36.705430          2.40          -468.363928          1.88           -3.366267         -468.369292          2.25                0.04         
CONF986        -36.704357          3.08          -468.363389          2.22           -4.049651         -468.369842          1.91                0.08         
CONF987        -36.704292          3.12          -468.362530          2.76           -4.079773         -468.369032          2.42                0.03         
CONF988        -36.704291          3.12          -468.362498          2.78           -4.079447         -468.368999          2.44                0.03         
CONF989        -36.706006          2.04          -468.363221          2.33           -3.002957         -468.368007          3.06                0.01         
CONF990        -36.704285          3.12          -468.362467          2.80           -4.079576         -468.368968          2.46                0.03         
CONF991        -36.704365          3.07          -468.363460          2.18           -4.029307         -468.369881          1.88                0.08         
CONF992        -36.705263          2.51          -468.361869          3.18           -3.467982         -468.367395          3.44                0.01         
CONF993        -36.704323          3.10          -468.363561          2.11           -4.058094         -468.370028          1.79                0.09         
CONF994        -36.704396          3.05          -468.364096          1.78           -4.008046         -468.370483          1.50                0.15         
CONF995        -36.705996          2.05          -468.363189          2.35           -3.003039         -468.367975          3.08                0.01         
CONF996        -36.704281          3.12          -468.362580          2.73           -4.079571         -468.369081          2.38                0.03         
CONF997        -36.704341          3.09          -468.363220          2.33           -4.038812         -468.369656          2.02                0.06         
CONF998        -36.704275          3.13          -468.362537          2.76           -4.081218         -468.369040          2.41                0.03         
CONF999        -36.705101          2.61          -468.362267          2.93           -3.561621         -468.367943          3.10                0.01         
CONF1000       -36.704426          3.03          -468.364359          1.61           -3.988526         -468.370715          1.36                0.19         
CONF1001       -36.705100          2.61          -468.362351          2.87           -3.560983         -468.368025          3.05                0.01         
CONF1002       -36.705098          2.61          -468.362245          2.94           -3.562251         -468.367922          3.11                0.01         
CONF1003       -36.704351          3.08          -468.363876          1.92           -4.027472         -468.370294          1.62                0.12         
CONF1004       -36.706015          2.04          -468.363445          2.19           -2.982247         -468.368197          2.94                0.01         
CONF1005       -36.705981          2.06          -468.363049          2.44           -3.000489         -468.367831          3.17                0.01         
CONF1006       -36.704266          3.13          -468.362530          2.76           -4.080033         -468.369032          2.42                0.03         
CONF1007       -36.704398          3.05          -468.364296          1.65           -3.994009         -468.370661          1.39                0.18         
CONF1008       -36.705965          2.07          -468.363251          2.31           -3.010773         -468.368049          3.03                0.01         
CONF1009       -36.704327          3.10          -468.363638          2.07           -4.038086         -468.370073          1.76                0.10         
CONF1010       -36.704325          3.10          -468.363564          2.11           -4.038471         -468.370000          1.81                0.09         
CONF1011       -36.704322          3.10          -468.363346          2.25           -4.040671         -468.369785          1.94                0.07         
CONF1012       -36.704321          3.10          -468.363682          2.04           -4.040427         -468.370121          1.73                0.10         
CONF1013       -36.705172          2.56          -468.362335          2.88           -3.505676         -468.367921          3.11                0.01         
CONF1014       -36.705049          2.64          -468.362118          3.02           -3.580303         -468.367824          3.17                0.01         
CONF1015       -36.705153          2.58          -468.362341          2.88           -3.513732         -468.367940          3.10                0.01         
CONF1016       -36.705110          2.60          -468.360996          3.72           -3.540364         -468.366638          3.92                0.00         
CONF1017       -36.706031          2.03          -468.363427          2.20           -2.961532         -468.368146          2.97                0.01         
CONF1018       -36.705119          2.60          -468.361011          3.72           -3.533209         -468.366641          3.92                0.00         
CONF1019       -36.705121          2.60          -468.360984          3.73           -3.532903         -468.366614          3.93                0.00         
CONF1020       -36.704310          3.11          -468.363731          2.01           -4.041330         -468.370171          1.70                0.11         
CONF1021       -36.706033          2.02          -468.363545          2.12           -2.961049         -468.368264          2.90                0.01         
CONF1022       -36.705421          2.41          -468.362648          2.69           -3.340324         -468.367971          3.08                0.01         
CONF1023       -36.705411          2.41          -468.362577          2.73           -3.346427         -468.367910          3.12                0.01         
CONF1024       -36.705091          2.62          -468.363084          2.41           -3.545357         -468.368734          2.60                0.02         
CONF1025       -36.705421          2.41          -468.362847          2.56           -3.338894         -468.368168          2.96                0.01         
CONF1026       -36.705183          2.56          -468.362188          2.98           -3.486091         -468.367744          3.22                0.01         
CONF1027       -36.705035          2.65          -468.361796          3.22           -3.576566         -468.367496          3.38                0.01         
CONF1028       -36.705188          2.56          -468.362135          3.01           -3.479211         -468.367680          3.26                0.01         
CONF1029       -36.705030          2.65          -468.361802          3.22           -3.574303         -468.367498          3.38                0.01         
CONF1030       -36.705216          2.54          -468.362928          2.51           -3.456710         -468.368436          2.79                0.02         
CONF1031       -36.705179          2.56          -468.362144          3.00           -3.484871         -468.367697          3.25                0.01         
CONF1032       -36.705022          2.66          -468.362093          3.04           -3.577354         -468.367793          3.19                0.01         
CONF1033       -36.705023          2.66          -468.362091          3.04           -3.576079         -468.367790          3.19                0.01         
CONF1034       -36.705011          2.67          -468.362062          3.06           -3.582744         -468.367771          3.21                0.01         
CONF1036       -36.705018          2.66          -468.362183          2.98           -3.576194         -468.367882          3.14                0.01         
CONF1037       -36.704966          2.69          -468.361169          3.62           -3.610236         -468.366922          3.74                0.00         
CONF1038       -36.705120          2.60          -468.362343          2.88           -3.514568         -468.367944          3.10                0.01         
CONF1039       -36.704247          3.15          -468.362902          2.53           -4.055146         -468.369364          2.21                0.05         
CONF1040       -36.704356          3.08          -468.364460          1.55           -3.986732         -468.370813          1.30                0.21         
CONF1041       -36.705915          2.10          -468.362658          2.68           -3.006367         -468.367449          3.41                0.01         
CONF1042       -36.704350          3.08          -468.364403          1.59           -3.987462         -468.370758          1.33                0.20         
CONF1043       -36.704263          3.13          -468.363717          2.02           -4.041807         -468.370158          1.71                0.11         
CONF1044       -36.705916          2.10          -468.362914          2.52           -3.006757         -468.367705          3.25                0.01         
CONF1045       -36.705885          2.12          -468.363143          2.38           -3.023231         -468.367960          3.09                0.01         
CONF1046       -36.704358          3.08          -468.364521          1.51           -3.983637         -468.370869          1.26                0.23         
CONF1047       -36.705913          2.10          -468.363225          2.33           -3.003512         -468.368012          3.06                0.01         
CONF1048       -36.704928          2.72          -468.361460          3.43           -3.620895         -468.367231          3.55                0.00         
CONF1049       -36.704919          2.72          -468.361163          3.62           -3.624398         -468.366939          3.73                0.00         
CONF1050       -36.704184          3.18          -468.362474          2.80           -4.085454         -468.368985          2.45                0.03         
CONF1051       -36.704284          3.12          -468.363361          2.24           -4.020412         -468.369768          1.95                0.07         
CONF1052       -36.705167          2.57          -468.361768          3.24           -3.466173         -468.367292          3.51                0.01         
CONF1053       -36.704263          3.14          -468.364349          1.62           -4.033002         -468.370776          1.32                0.21         
CONF1054       -36.704264          3.13          -468.364355          1.62           -4.032656         -468.370781          1.32                0.21         
CONF1055       -36.704299          3.11          -468.363363          2.24           -4.017169         -468.369765          1.96                0.07         
CONF1056       -36.705300          2.48          -468.362318          2.89           -3.378600         -468.367703          3.25                0.01         
CONF1057       -36.704233          3.15          -468.362842          2.57           -4.048798         -468.369294          2.25                0.04         
CONF1058       -36.706573          1.69          -468.364126          1.76           -2.579884         -468.368237          2.91                0.01         
CONF1059       -36.704258          3.14          -468.364334          1.63           -4.032259         -468.370760          1.33                0.20         
CONF1060       -36.705102          2.61          -468.361833          3.20           -3.501156         -468.367413          3.43                0.01         
CONF1061       -36.705267          2.50          -468.363524          2.14           -3.395203         -468.368934          2.48                0.03         
CONF1062       -36.705029          2.65          -468.361248          3.57           -3.544428         -468.366896          3.76                0.00         
CONF1063       -36.705089          2.62          -468.361394          3.47           -3.505469         -468.366981          3.70                0.00         
CONF1064       -36.706568          1.69          -468.364144          1.75           -2.582771         -468.368259          2.90                0.01         
CONF1065       -36.705299          2.49          -468.361556          3.37           -3.370358         -468.366927          3.74                0.00         
CONF1066       -36.704959          2.70          -468.361837          3.20           -3.581696         -468.367545          3.35                0.01         
CONF1067       -36.705144          2.58          -468.361726          3.27           -3.466283         -468.367250          3.53                0.00         
CONF1068       -36.704216          3.16          -468.363330          2.26           -4.045843         -468.369777          1.95                0.07         
CONF1069       -36.705278          2.50          -468.363288          2.29           -3.379078         -468.368673          2.64                0.02         
CONF1070       -36.705031          2.65          -468.361030          3.70           -3.533639         -468.366661          3.90                0.00         
CONF1071       -36.705102          2.61          -468.362399          2.84           -3.488931         -468.367959          3.09                0.01         
CONF1072       -36.705903          2.11          -468.363309          2.27           -2.985654         -468.368066          3.02                0.01         
CONF1074       -36.704294          3.12          -468.363970          1.86           -3.994780         -468.370336          1.60                0.13         
CONF1075       -36.705102          2.61          -468.361470          3.43           -3.487258         -468.367027          3.67                0.00         
CONF1077       -36.704995          2.68          -468.362518          2.77           -3.580769         -468.368224          2.92                0.01         
CONF1078       -36.704228          3.16          -468.363033          2.45           -4.072049         -468.369522          2.11                0.05         
CONF1080       -36.705076          2.63          -468.361872          3.17           -3.498403         -468.367447          3.41                0.01         
CONF1081       -36.705167          2.57          -468.362133          3.01           -3.482518         -468.367683          3.26                0.01         
CONF1082       -36.704270          3.13          -468.363343          2.25           -4.055653         -468.369807          1.93                0.07         
CONF1083       -36.704936          2.71          -468.361856          3.18           -3.582095         -468.367565          3.34                0.01         
CONF1084       -36.705331          2.47          -468.363776          1.98           -3.379767         -468.369162          2.33                0.04         
CONF1085       -36.705123          2.60          -468.363082          2.42           -3.457227         -468.368591          2.69                0.02         
CONF1086       -36.704943          2.71          -468.362575          2.73           -3.573570         -468.368270          2.89                0.01         
CONF1087       -36.704920          2.72          -468.361819          3.21           -3.584516         -468.367531          3.36                0.01         
CONF1088       -36.705835          2.15          -468.363054          2.43           -3.007503         -468.367846          3.16                0.01         
CONF1091       -36.704960          2.70          -468.361367          3.49           -3.554434         -468.367032          3.67                0.00         
CONF1092       -36.704237          3.15          -468.362870          2.55           -4.049988         -468.369324          2.23                0.04         
CONF1093       -36.704960          2.70          -468.361156          3.62           -3.554404         -468.366821          3.80                0.00         
CONF1094       -36.704905          2.73          -468.361755          3.25           -3.587592         -468.367472          3.39                0.01         
CONF1095       -36.704904          2.73          -468.361740          3.26           -3.588031         -468.367458          3.40                0.01         
CONF1096       -36.705982          2.06          -468.364148          1.75           -2.909026         -468.368783          2.57                0.02         
CONF1097       -36.704223          3.16          -468.363516          2.14           -4.012628         -468.369910          1.86                0.08         
CONF1098       -36.705235          2.53          -468.361757          3.25           -3.375676         -468.367137          3.60                0.00         
CONF1099       -36.704859          2.76          -468.360895          3.79           -3.610358         -468.366649          3.91                0.00         
CONF1100       -36.704880          2.75          -468.361831          3.20           -3.597297         -468.367564          3.34                0.01         
CONF1101       -36.704178          3.19          -468.362941          2.50           -4.037567         -468.369376          2.20                0.05         
CONF1102       -36.705159          2.57          -468.363001          2.47           -3.421630         -468.368454          2.78                0.02         
CONF1104       -36.705524          2.34          -468.362293          2.91           -3.191245         -468.367379          3.45                0.01         
CONF1105       -36.704271          3.13          -468.363978          1.85           -3.977143         -468.370316          1.61                0.13         
CONF1106       -36.704903          2.73          -468.361171          3.61           -3.577653         -468.366872          3.77                0.00         
CONF1107       -36.705102          2.61          -468.363255          2.31           -3.453232         -468.368758          2.59                0.02         
CONF1108       -36.704132          3.22          -468.362625          2.70           -4.059778         -468.369094          2.38                0.03         
CONF1109       -36.704992          2.68          -468.361235          3.57           -3.540430         -468.366877          3.77                0.00         
CONF1110       -36.704892          2.74          -468.361268          3.55           -3.583612         -468.366979          3.70                0.00         
CONF1111       -36.704837          2.78          -468.360820          3.83           -3.617467         -468.366585          3.95                0.00         
CONF1112       -36.705041          2.65          -468.361242          3.57           -3.530509         -468.366868          3.77                0.00         
CONF1113       -36.704252          3.14          -468.364092          1.78           -3.982304         -468.370439          1.53                0.14         
CONF1114       -36.705871          2.13          -468.363353          2.25           -2.964768         -468.368078          3.01                0.01         
CONF1115       -36.704914          2.73          -468.361098          3.66           -3.564631         -468.366778          3.83                0.00         
CONF1116       -36.704134          3.22          -468.363233          2.32           -4.050932         -468.369688          2.00                0.07         
CONF1118       -36.704130          3.22          -468.363273          2.30           -4.052199         -468.369730          1.98                0.07         
CONF1119       -36.705962          2.07          -468.364203          1.71           -2.904569         -468.368832          2.54                0.03         
CONF1120       -36.704123          3.22          -468.363021          2.45           -4.053645         -468.369481          2.13                0.05         
CONF1122       -36.705899          2.11          -468.363684          2.04           -2.934631         -468.368361          2.84                0.02         
CONF1123       -36.704112          3.23          -468.362928          2.51           -4.052370         -468.369386          2.19                0.05         
CONF1124       -36.704162          3.20          -468.363821          1.95           -4.020051         -468.370227          1.67                0.12         
CONF1125       -36.704139          3.21          -468.363305          2.28           -4.034578         -468.369735          1.97                0.07         
CONF1126       -36.704804          2.80          -468.360989          3.73           -3.617785         -468.366754          3.84                0.00         
CONF1127       -36.704111          3.23          -468.362942          2.50           -4.053173         -468.369401          2.18                0.05         
CONF1128       -36.704153          3.20          -468.363543          2.13           -4.024315         -468.369956          1.84                0.09         
CONF1129       -36.704187          3.18          -468.363867          1.92           -4.010577         -468.370258          1.65                0.12         
CONF1130       -36.704820          2.79          -468.361361          3.50           -3.603392         -468.367103          3.63                0.00         
CONF1131       -36.704812          2.79          -468.361371          3.49           -3.606604         -468.367119          3.62                0.00         
CONF1132       -36.704810          2.79          -468.361627          3.33           -3.604477         -468.367371          3.46                0.01         
CONF1133       -36.705151          2.58          -468.361341          3.51           -3.392043         -468.366747          3.85                0.00         
CONF1135       -36.704117          3.23          -468.363488          2.16           -4.038543         -468.369924          1.86                0.08         
CONF1136       -36.704843          2.77          -468.361139          3.63           -3.582784         -468.366848          3.79                0.00         
CONF1137       -36.704129          3.22          -468.363139          2.38           -4.028676         -468.369559          2.08                0.06         
CONF1138       -36.704856          2.76          -468.361041          3.70           -3.573043         -468.366735          3.86                0.00         
CONF1139       -36.704163          3.20          -468.363804          1.96           -4.006671         -468.370189          1.69                0.11         
CONF1140       -36.705156          2.57          -468.363516          2.14           -3.382224         -468.368906          2.49                0.03         
CONF1141       -36.705084          2.62          -468.362133          3.01           -3.427529         -468.367595          3.32                0.01         
CONF1142       -36.704890          2.74          -468.362526          2.76           -3.547110         -468.368179          2.95                0.01         
CONF1144       -36.704969          2.69          -468.361913          3.15           -3.495890         -468.367484          3.39                0.01         
CONF1145       -36.704160          3.20          -468.363734          2.01           -4.002989         -468.370113          1.74                0.10         
CONF1146       -36.705104          2.61          -468.362824          2.58           -3.409447         -468.368258          2.90                0.01         
CONF1147       -36.704097          3.24          -468.363659          2.05           -4.036211         -468.370092          1.75                0.10         
CONF1148       -36.704968          2.69          -468.361503          3.41           -3.489517         -468.367064          3.65                0.00         
CONF1149       -36.705069          2.63          -468.361613          3.34           -3.425586         -468.367072          3.65                0.00         
CONF1151       -36.704953          2.70          -468.361919          3.15           -3.497278         -468.367492          3.38                0.01         
CONF1152       -36.705432          2.40          -468.362504          2.78           -3.204152         -468.367610          3.31                0.01         
CONF1153       -36.704863          2.76          -468.360873          3.80           -3.549194         -468.366529          3.99                0.00         
CONF1154       -36.704014          3.29          -468.362489          2.79           -4.079404         -468.368989          2.44                0.03         
CONF1155       -36.704091          3.24          -468.363940          1.88           -4.031247         -468.370365          1.58                0.13         
CONF1156       -36.704063          3.26          -468.363041          2.44           -4.047059         -468.369490          2.13                0.05         
CONF1157       -36.705001          2.67          -468.361853          3.19           -3.456397         -468.367361          3.46                0.01         
CONF1158       -36.705004          2.67          -468.361908          3.15           -3.453756         -468.367412          3.43                0.01         
CONF1159       -36.705038          2.65          -468.361793          3.22           -3.432732         -468.367263          3.53                0.00         
CONF1160       -36.704059          3.26          -468.363468          2.17           -4.045810         -468.369915          1.86                0.08         
CONF1161       -36.704856          2.76          -468.361073          3.68           -3.545561         -468.366723          3.86                0.00         
CONF1162       -36.705438          2.40          -468.362454          2.81           -3.175192         -468.367514          3.37                0.01         
CONF1163       -36.704822          2.78          -468.360978          3.74           -3.560354         -468.366652          3.91                0.00         
CONF1164       -36.704854          2.76          -468.362953          2.50           -3.540517         -468.368595          2.69                0.02         
CONF1165       -36.704955          2.70          -468.361237          3.57           -3.476670         -468.366778          3.83                0.00         
CONF1166       -36.704053          3.27          -468.363230          2.32           -4.042571         -468.369672          2.01                0.06         
CONF1167       -36.705116          2.60          -468.362160          2.99           -3.373496         -468.367536          3.35                0.01         
CONF1169       -36.704066          3.26          -468.363643          2.06           -4.028937         -468.370063          1.77                0.10         
CONF1170       -36.704809          2.79          -468.360994          3.73           -3.561364         -468.366669          3.90                0.00         
CONF1171       -36.704970          2.69          -468.361850          3.19           -3.459556         -468.367363          3.46                0.01         
CONF1172       -36.704100          3.24          -468.363650          2.06           -4.004908         -468.370032          1.79                0.09         
CONF1173       -36.704098          3.24          -468.363666          2.05           -4.005435         -468.370049          1.78                0.10         
CONF1174       -36.704788          2.81          -468.361196          3.60           -3.571819         -468.366888          3.76                0.00         
CONF1176       -36.704771          2.82          -468.360809          3.84           -3.577748         -468.366511          4.00                0.00         
CONF1177       -36.704813          2.79          -468.362393          2.85           -3.551234         -468.368053          3.03                0.01         
CONF1178       -36.704055          3.27          -468.363139          2.38           -4.024903         -468.369553          2.09                0.06         
CONF1179       -36.704914          2.73          -468.361432          3.45           -3.484823         -468.366985          3.70                0.00         
CONF1180       -36.704959          2.70          -468.361819          3.21           -3.457491         -468.367329          3.48                0.01         
CONF1181       -36.704956          2.70          -468.361618          3.33           -3.457672         -468.367128          3.61                0.00         
CONF1182       -36.704790          2.80          -468.361044          3.69           -3.561936         -468.366720          3.87                0.00         
CONF1184       -36.704753          2.83          -468.360996          3.72           -3.584708         -468.366709          3.87                0.00         
CONF1185       -36.704071          3.26          -468.363440          2.19           -4.011499         -468.369833          1.91                0.08         
CONF1186       -36.704714          2.85          -468.360861          3.81           -3.606162         -468.366607          3.94                0.00         
CONF1187       -36.704020          3.29          -468.363618          2.08           -4.040346         -468.370057          1.77                0.10         
CONF1189       -36.705018          2.66          -468.361882          3.17           -3.412651         -468.367320          3.49                0.01         
CONF1190       -36.704032          3.28          -468.362995          2.47           -4.031100         -468.369419          2.17                0.05         
CONF1191       -36.704059          3.26          -468.363342          2.25           -4.012538         -468.369736          1.97                0.07         
CONF1192       -36.704771          2.82          -468.361028          3.70           -3.567023         -468.366712          3.87                0.00         
CONF1193       -36.704059          3.26          -468.363337          2.26           -4.012303         -468.369731          1.98                0.07         
CONF1194       -36.705809          2.16          -468.362222          2.95           -2.911866         -468.366863          3.78                0.00         
CONF1195       -36.705006          2.67          -468.361711          3.28           -3.418172         -468.367158          3.59                0.00         
CONF1196       -36.704712          2.85          -468.360961          3.75           -3.602632         -468.366702          3.88                0.00         
CONF1197       -36.704052          3.27          -468.363316          2.27           -4.012218         -468.369710          1.99                0.07         
CONF1198       -36.705704          2.23          -468.363129          2.39           -2.975320         -468.367870          3.14                0.01         
CONF1199       -36.704021          3.29          -468.362967          2.49           -4.029929         -468.369389          2.19                0.05         
CONF1200       -36.704060          3.26          -468.363541          2.13           -4.043281         -468.369985          1.82                0.09         
CONF1201       -36.704024          3.29          -468.363630          2.07           -4.040120         -468.370069          1.76                0.10         
CONF1202       -36.705713          2.23          -468.362064          3.05           -2.962395         -468.366785          3.83                0.00         
CONF1203       -36.703989          3.31          -468.363103          2.40           -4.043867         -468.369547          2.09                0.06         
CONF1204       -36.704018          3.29          -468.363122          2.39           -4.029742         -468.369544          2.09                0.06         
CONF1205       -36.703954          3.33          -468.362183          2.98           -4.062073         -468.368656          2.65                0.02         
CONF1206       -36.705674          2.25          -468.362289          2.91           -2.981963         -468.367041          3.66                0.00         
CONF1207       -36.704723          2.85          -468.360978          3.74           -3.579141         -468.366682          3.89                0.00         
CONF1208       -36.704748          2.83          -468.361212          3.59           -3.563087         -468.366890          3.76                0.00         
CONF1209       -36.703965          3.32          -468.363583          2.10           -4.050887         -468.370038          1.78                0.09         
CONF1210       -36.704012          3.29          -468.362502          2.78           -4.020639         -468.368909          2.49                0.03         
CONF1211       -36.705041          2.65          -468.362268          2.93           -3.402026         -468.367689          3.26                0.01         
CONF1212       -36.704943          2.71          -468.362551          2.75           -3.437039         -468.368028          3.05                0.01         
CONF1213       -36.705197          2.55          -468.362606          2.71           -3.277274         -468.367829          3.17                0.01         
CONF1214       -36.704013          3.29          -468.362470          2.80           -4.019431         -468.368875          2.51                0.03         
CONF1215       -36.703992          3.31          -468.363380          2.23           -4.031856         -468.369805          1.93                0.07         
CONF1217       -36.704705          2.86          -468.361038          3.70           -3.585165         -468.366752          3.85                0.00         
CONF1218       -36.704685          2.87          -468.361587          3.35           -3.595856         -468.367317          3.49                0.01         
CONF1219       -36.704683          2.87          -468.361600          3.35           -3.596931         -468.367332          3.48                0.01         
CONF1220       -36.705120          2.60          -468.363524          2.14           -3.321938         -468.368818          2.55                0.03         
CONF1221       -36.703969          3.32          -468.363191          2.35           -4.045231         -468.369637          2.04                0.06         
CONF1222       -36.703990          3.31          -468.363775          1.98           -4.030763         -468.370198          1.68                0.11         
CONF1223       -36.703962          3.32          -468.363402          2.21           -4.044870         -468.369847          1.90                0.08         
CONF1224       -36.705675          2.25          -468.363610          2.08           -2.969036         -468.368342          2.85                0.02         
CONF1225       -36.704761          2.82          -468.360887          3.79           -3.541734         -468.366531          3.98                0.00         
CONF1226       -36.704747          2.83          -468.361001          3.72           -3.549056         -468.366657          3.91                0.00         
CONF1227       -36.704682          2.87          -468.361603          3.34           -3.597541         -468.367336          3.48                0.01         
CONF1228       -36.703952          3.33          -468.363358          2.24           -4.043899         -468.369803          1.93                0.07         
CONF1229       -36.704008          3.30          -468.362271          2.92           -4.049291         -468.368724          2.61                0.02         
CONF1230       -36.704738          2.84          -468.362967          2.49           -3.556395         -468.368635          2.66                0.02         
CONF1231       -36.704896          2.74          -468.361730          3.26           -3.449587         -468.367228          3.55                0.00         
CONF1232       -36.703985          3.31          -468.363490          2.16           -4.027504         -468.369908          1.87                0.08         
CONF1234       -36.704687          2.87          -468.361733          3.26           -3.586934         -468.367449          3.41                0.01         
CONF1235       -36.703950          3.33          -468.363375          2.23           -4.041725         -468.369816          1.92                0.07         
CONF1236       -36.705648          2.27          -468.363472          2.17           -2.973393         -468.368210          2.93                0.01         
CONF1237       -36.703941          3.34          -468.363157          2.37           -4.044604         -468.369602          2.06                0.06         
CONF1239       -36.703944          3.34          -468.363257          2.31           -4.038423         -468.369692          2.00                0.07         
CONF1240       -36.705026          2.66          -468.362106          3.03           -3.357825         -468.367457          3.40                0.01         
CONF1241       -36.705093          2.61          -468.362147          3.00           -3.314342         -468.367429          3.42                0.01         
